 ID do carro  | Horario de Chegada | Tempo de Servico 
1359 | 27 | 19
1360 | 18 | 13
1361 | 23 | 16
1362 | 26 | 18
1363 | 19 | 19
1364 | 20 | 24
1365 | 21 | 15
1366 | 22 | 19
1367 | 22 | 21
1368 | 22 | 18
1369 | 23 | 20
1370 | 24 | 14
1371 | 16 | 15
1372 | 25 | 18
1373 | 21 | 30
1374 | 15 | 16
1375 | 22 | 26
1376 | 21 | 21
1377 | 14 | 18
1378 | 22 | 18
1379 | 18 | 16
1380 | 18 | 22
1381 | 25 | 18
1382 | 16 | 22
1383 | 23 | 22
1384 | 17 | 13
1385 | 19 | 14
1386 | 13 | 24
1387 | 17 | 24
1388 | 17 | 11
1389 | 19 | 17
1390 | 26 | 15
1391 | 11 | 14
1392 | 14 | 16
1393 | 17 | 19
1394 | 24 | 17
1395 | 19 | 25
1396 | 15 | 25
1397 | 24 | 20
1398 | 31 | 17
1399 | 18 | 16
1400 | 16 | 24
1401 | 21 | 21
1402 | 18 | 20
1403 | 24 | 26
1404 | 18 | 17
1405 | 17 | 24
1406 | 14 | 16
1407 | 28 | 26
1408 | 21 | 21
1409 | 20 | 15
1410 | 16 | 14
1411 | 19 | 26
1412 | 24 | 15
1413 | 16 | 23
1414 | 14 | 24
1415 | 18 | 20
1416 | 19 | 27
1417 | 20 | 19
1418 | 13 | 16
1419 | 22 | 19
1420 | 24 | 23
1421 | 15 | 16
1422 | 22 | 15
1423 | 24 | 25
1424 | 21 | 17
1425 | 20 | 27
1426 | 19 | 12
1427 | 27 | 23
1428 | 16 | 19
1429 | 16 | 25
1430 | 23 | 21
1431 | 29 | 13
1432 | 9 | 28
1433 | 21 | 13
1434 | 32 | 21
1435 | 22 | 27
1436 | 19 | 27
1437 | 23 | 18
1438 | 21 | 17
1439 | 10 | 17
1440 | 15 | 18
1441 | 18 | 21
1442 | 26 | 22
1443 | 20 | 16
1444 | 22 | 15
1445 | 26 | 17
1446 | 18 | 19
1447 | 22 | 12
1448 | 31 | 26
1449 | 17 | 8
1450 | 14 | 18
1451 | 17 | 19
1452 | 20 | 16
1453 | 13 | 23
1454 | 25 | 17
1455 | 19 | 19
1456 | 11 | 20
1457 | 22 | 15
1458 | 18 | 16
1459 | 25 | 25
1460 | 19 | 23
1461 | 14 | 17
1462 | 23 | 24
1463 | 19 | 15
1464 | 20 | 20
1465 | 15 | 13
1466 | 21 | 18
1467 | 26 | 13
1468 | 16 | 26
1469 | 21 | 17
1470 | 26 | 13
1471 | 23 | 21
1472 | 20 | 21
1473 | 25 | 23
1474 | 20 | 18
1475 | 17 | 21
1476 | 15 | 25
1477 | 14 | 17
1478 | 22 | 28
1479 | 16 | 20
1480 | 11 | 16
1481 | 24 | 15
1482 | 20 | 30
1483 | 16 | 17
1484 | 15 | 25
1485 | 20 | 24
1486 | 25 | 22
1487 | 26 | 19
1488 | 19 | 19
1489 | 20 | 17
1490 | 18 | 14
1491 | 23 | 16
1492 | 25 | 14
1493 | 22 | 28
1494 | 26 | 21
1495 | 25 | 16
1496 | 14 | 13
1497 | 23 | 23
1498 | 16 | 16
1499 | 23 | 20
1500 | 13 | 19
1501 | 17 | 21
1502 | 20 | 26
1503 | 18 | 17
1504 | 16 | 15
1505 | 17 | 15
1506 | 22 | 13
1507 | 19 | 21
1508 | 19 | 18
1509 | 24 | 13
1510 | 15 | 16
1511 | 19 | 28
1512 | 20 | 18
1513 | 27 | 13
1514 | 17 | 15
1515 | 25 | 14
1516 | 17 | 18
1517 | 24 | 20
1518 | 22 | 15
1519 | 15 | 24
1520 | 18 | 23
1521 | 12 | 16
1522 | 21 | 23
1523 | 28 | 19
1524 | 19 | 22
1525 | 15 | 26
1526 | 13 | 23
1527 | 15 | 18
1528 | 26 | 12
1529 | 22 | 17
1530 | 21 | 19
1531 | 20 | 11
1532 | 18 | 16
1533 | 18 | 16
1534 | 17 | 24
1535 | 19 | 17
1536 | 24 | 16
1537 | 19 | 19
1538 | 24 | 18
1539 | 21 | 30
1540 | 17 | 25
1541 | 24 | 14
1542 | 20 | 28
1543 | 18 | 17
1544 | 17 | 16
1545 | 21 | 23
1546 | 22 | 17
1547 | 20 | 20
1548 | 22 | 18
1549 | 16 | 28
1550 | 25 | 22
1551 | 19 | 21
1552 | 34 | 27
1553 | 18 | 27
1554 | 26 | 20
1555 | 24 | 18
1556 | 16 | 26
1557 | 21 | 20
1558 | 12 | 21
1559 | 16 | 16
1560 | 20 | 18
1561 | 14 | 16
1562 | 20 | 19
1563 | 16 | 19
1564 | 17 | 16
1565 | 27 | 17
1566 | 19 | 20
1567 | 15 | 20
1568 | 20 | 15
1569 | 26 | 24
1570 | 17 | 18
1571 | 19 | 22
1572 | 17 | 18
1573 | 16 | 20
1574 | 14 | 19
1575 | 16 | 21
1576 | 23 | 25
1577 | 18 | 15
1578 | 18 | 16
1579 | 21 | 16
1580 | 34 | 17
1581 | 17 | 14
1582 | 24 | 18
1583 | 23 | 23
1584 | 12 | 19
1585 | 30 | 20
1586 | 23 | 18
1587 | 27 | 15
1588 | 16 | 22
1589 | 9 | 17
1590 | 18 | 23
1591 | 21 | 18
1592 | 24 | 15
1593 | 26 | 24
1594 | 35 | 14
1595 | 23 | 20
1596 | 29 | 19
1597 | 15 | 15
1598 | 21 | 19
1599 | 23 | 19
1600 | 15 | 14
1601 | 19 | 16
1602 | 19 | 18
1603 | 22 | 17
1604 | 19 | 15
1605 | 19 | 22
1606 | 20 | 17
1607 | 19 | 16
1608 | 21 | 13
1609 | 25 | 20
1610 | 23 | 16
1611 | 21 | 20
1612 | 26 | 23
1613 | 20 | 23
1614 | 15 | 22
1615 | 26 | 23
1616 | 16 | 21
1617 | 22 | 14
1618 | 11 | 17
1619 | 23 | 19
1620 | 11 | 26
1621 | 21 | 22
1622 | 19 | 15
1623 | 25 | 22
1624 | 22 | 22
1625 | 18 | 13
1626 | 18 | 20
1627 | 10 | 20
1628 | 27 | 14
1629 | 11 | 21
1630 | 23 | 15
1631 | 19 | 12
1632 | 31 | 13
1633 | 24 | 16
1634 | 27 | 22
1635 | 21 | 21
1636 | 21 | 17
1637 | 24 | 21
1638 | 25 | 21
1639 | 28 | 14
1640 | 21 | 19
1641 | 16 | 21
1642 | 28 | 24
1643 | 21 | 21
1644 | 22 | 14
1645 | 24 | 15
1646 | 23 | 21
1647 | 16 | 22
1648 | 19 | 16
1649 | 20 | 14
1650 | 22 | 23
1651 | 13 | 12
1652 | 12 | 26
1653 | 8 | 13
1654 | 23 | 20
1655 | 22 | 15
1656 | 24 | 21
1657 | 12 | 24
1658 | 18 | 17
1659 | 19 | 16
1660 | 17 | 24
1661 | 15 | 17
1662 | 17 | 18
1663 | 20 | 19
1664 | 24 | 22
1665 | 21 | 18
1666 | 20 | 20
1667 | 13 | 24
1668 | 17 | 19
1669 | 12 | 17
1670 | 17 | 21
1671 | 23 | 15
1672 | 20 | 13
1673 | 19 | 14
1674 | 20 | 18
1675 | 28 | 28
1676 | 21 | 16
1677 | 22 | 19
1678 | 23 | 22
1679 | 15 | 21
1680 | 17 | 22
1681 | 30 | 18
1682 | 21 | 22
1683 | 24 | 14
1684 | 13 | 23
1685 | 24 | 19
1686 | 14 | 26
1687 | 20 | 20
1688 | 25 | 22
1689 | 24 | 7
1690 | 18 | 22
1691 | 22 | 19
1692 | 23 | 21
1693 | 19 | 23
1694 | 21 | 15
1695 | 13 | 16
1696 | 27 | 19
1697 | 18 | 22
1698 | 22 | 26
1699 | 23 | 15
1700 | 22 | 17
1701 | 11 | 22
1702 | 26 | 13
1703 | 20 | 21
1704 | 23 | 19
1705 | 15 | 12
1706 | 17 | 20
1707 | 20 | 13
1708 | 13 | 18
1709 | 20 | 21
1710 | 16 | 14
1711 | 14 | 15
1712 | 19 | 24
1713 | 21 | 22
1714 | 20 | 18
1715 | 17 | 23
1716 | 23 | 20
1717 | 17 | 21
1718 | 18 | 14
1719 | 22 | 16
1720 | 24 | 17
1721 | 22 | 17
1722 | 21 | 21
1723 | 19 | 25
1724 | 16 | 18
1725 | 19 | 27
1726 | 30 | 22
1727 | 15 | 23
1728 | 23 | 18
1729 | 20 | 21
1730 | 30 | 18
1731 | 16 | 11
1732 | 22 | 17
1733 | 18 | 20
1734 | 20 | 19
1735 | 14 | 21
1736 | 21 | 15
1737 | 17 | 25
1738 | 20 | 23
1739 | 22 | 16
1740 | 25 | 19
1741 | 24 | 19
1742 | 25 | 15
1743 | 18 | 14
1744 | 21 | 20
1745 | 13 | 21
1746 | 22 | 15
1747 | 17 | 16
1748 | 12 | 13
1749 | 32 | 14
1750 | 17 | 19
1751 | 16 | 22
1752 | 16 | 10
1753 | 22 | 22
1754 | 13 | 21
1755 | 21 | 14
1756 | 26 | 11
1757 | 15 | 27
1758 | 20 | 22
1759 | 18 | 21
1760 | 21 | 26
1761 | 17 | 17
1762 | 13 | 24
1763 | 24 | 21
1764 | 14 | 16
1765 | 18 | 14
1766 | 19 | 18
1767 | 29 | 19
1768 | 20 | 23
1769 | 25 | 23
1770 | 22 | 18
1771 | 17 | 21
1772 | 26 | 24
1773 | 23 | 18
1774 | 23 | 20
1775 | 21 | 20
1776 | 23 | 17
1777 | 20 | 19
1778 | 21 | 25
1779 | 25 | 18
1780 | 24 | 13
1781 | 16 | 11
1782 | 21 | 13
1783 | 17 | 25
1784 | 14 | 15
1785 | 16 | 18
1786 | 15 | 16
1787 | 23 | 22
1788 | 16 | 12
1789 | 13 | 23
1790 | 21 | 23
1791 | 17 | 24
1792 | 20 | 17
1793 | 21 | 16
1794 | 15 | 16
1795 | 31 | 19
1796 | 26 | 16
1797 | 14 | 20
1798 | 18 | 13
1799 | 22 | 16
1800 | 22 | 25
1801 | 16 | 20
1802 | 16 | 12
1803 | 27 | 14
1804 | 15 | 22
1805 | 25 | 17
1806 | 20 | 17
1807 | 21 | 17
1808 | 24 | 17
1809 | 16 | 19
1810 | 21 | 22
1811 | 29 | 20
1812 | 13 | 16
1813 | 21 | 23
1814 | 15 | 17
1815 | 29 | 20
1816 | 16 | 17
1817 | 17 | 27
1818 | 13 | 17
1819 | 20 | 14
1820 | 16 | 19
1821 | 24 | 17
1822 | 21 | 27
1823 | 14 | 22
1824 | 21 | 15
1825 | 23 | 22
1826 | 18 | 18
1827 | 14 | 11
1828 | 15 | 15
1829 | 11 | 21
1830 | 18 | 19
1831 | 23 | 24
1832 | 16 | 19
1833 | 22 | 33
1834 | 15 | 22
1835 | 22 | 20
1836 | 19 | 24
1837 | 19 | 19
1838 | 16 | 20
1839 | 18 | 25
1840 | 24 | 22
1841 | 18 | 25
1842 | 22 | 19
1843 | 19 | 19
1844 | 19 | 15
1845 | 14 | 18
1846 | 17 | 21
1847 | 21 | 19
1848 | 17 | 25
1849 | 23 | 24
1850 | 25 | 16
1851 | 19 | 21
1852 | 19 | 20
1853 | 23 | 17
1854 | 17 | 16
1855 | 22 | 31
1856 | 24 | 18
1857 | 14 | 22
1858 | 17 | 19
1859 | 15 | 23
1860 | 23 | 20
1861 | 18 | 22
1862 | 20 | 21
1863 | 15 | 16
1864 | 23 | 18
1865 | 21 | 16
1866 | 23 | 19
1867 | 19 | 22
1868 | 19 | 24
1869 | 19 | 18
1870 | 24 | 14
1871 | 16 | 17
1872 | 21 | 18
1873 | 23 | 16
1874 | 29 | 14
1875 | 23 | 17
1876 | 19 | 14
1877 | 20 | 23
1878 | 22 | 10
1879 | 14 | 17
1880 | 24 | 17
1881 | 12 | 14
1882 | 13 | 21
1883 | 21 | 28
1884 | 20 | 17
1885 | 27 | 17
1886 | 24 | 21
1887 | 21 | 21
1888 | 19 | 17
1889 | 16 | 16
1890 | 17 | 15
1891 | 31 | 19
1892 | 15 | 23
1893 | 21 | 18
1894 | 15 | 20
1895 | 18 | 20
1896 | 19 | 20
1897 | 15 | 18
1898 | 24 | 13
1899 | 19 | 21
1900 | 19 | 23
1901 | 27 | 19
1902 | 11 | 11
1903 | 21 | 16
1904 | 18 | 23
1905 | 21 | 23
1906 | 23 | 18
1907 | 17 | 19
1908 | 15 | 19
1909 | 22 | 23
1910 | 14 | 19
1911 | 14 | 25
1912 | 22 | 12
1913 | 17 | 22
1914 | 19 | 21
1915 | 17 | 21
1916 | 18 | 17
1917 | 27 | 21
1918 | 25 | 20
1919 | 18 | 24
1920 | 20 | 10
1921 | 17 | 22
1922 | 20 | 14
1923 | 24 | 19
1924 | 23 | 19
1925 | 19 | 16
1926 | 19 | 18
1927 | 25 | 24
1928 | 13 | 19
1929 | 27 | 16
1930 | 18 | 19
1931 | 12 | 15
1932 | 18 | 20
1933 | 16 | 14
1934 | 19 | 17
1935 | 17 | 19
1936 | 19 | 15
1937 | 16 | 18
1938 | 27 | 13
1939 | 18 | 22
1940 | 17 | 19
1941 | 17 | 28
1942 | 29 | 18
1943 | 14 | 22
1944 | 22 | 15
1945 | 17 | 17
1946 | 22 | 23
1947 | 24 | 22
1948 | 16 | 18
1949 | 19 | 17
1950 | 19 | 17
1951 | 26 | 23
1952 | 24 | 17
1953 | 18 | 24
1954 | 23 | 25
1955 | 21 | 17
1956 | 15 | 24
1957 | 26 | 20
1958 | 24 | 22
1959 | 14 | 25
1960 | 20 | 24
1961 | 13 | 16
1962 | 18 | 20
1963 | 16 | 24
1964 | 28 | 21
1965 | 22 | 22
1966 | 14 | 21
1967 | 16 | 16
1968 | 26 | 21
1969 | 22 | 16
1970 | 17 | 12
1971 | 25 | 18
1972 | 17 | 17
1973 | 23 | 18
1974 | 26 | 18
1975 | 16 | 26
1976 | 18 | 15
1977 | 16 | 18
1978 | 22 | 17
1979 | 24 | 9
1980 | 16 | 22
1981 | 19 | 21
1982 | 14 | 19
1983 | 18 | 19
1984 | 29 | 16
1985 | 19 | 19
1986 | 9 | 20
1987 | 20 | 14
1988 | 22 | 25
1989 | 24 | 21
1990 | 18 | 24
1991 | 19 | 12
1992 | 21 | 24
1993 | 25 | 12
1994 | 21 | 19
1995 | 15 | 19
1996 | 16 | 27
1997 | 26 | 22
1998 | 22 | 25
1999 | 18 | 13
2000 | 16 | 15
2001 | 15 | 23
2002 | 19 | 22
2003 | 19 | 15
2004 | 19 | 21
2005 | 19 | 20
2006 | 16 | 17
2007 | 21 | 23
2008 | 16 | 19
2009 | 20 | 14
2010 | 20 | 14
2011 | 11 | 15
2012 | 25 | 19
2013 | 25 | 16
2014 | 24 | 20
2015 | 13 | 20
2016 | 20 | 20
2017 | 16 | 26
2018 | 18 | 26
2019 | 22 | 22
2020 | 24 | 15
2021 | 15 | 21
2022 | 21 | 13
2023 | 25 | 14
2024 | 23 | 18
2025 | 21 | 24
2026 | 18 | 25
2027 | 17 | 18
2028 | 19 | 12
2029 | 20 | 15
2030 | 21 | 13
2031 | 24 | 21
2032 | 15 | 10
2033 | 18 | 29
2034 | 16 | 24
2035 | 17 | 14
2036 | 16 | 23
2037 | 22 | 27
2038 | 20 | 21
2039 | 27 | 13
2040 | 19 | 16
2041 | 24 | 26
2042 | 21 | 24
2043 | 25 | 21
2044 | 23 | 27
2045 | 23 | 22
2046 | 23 | 20
2047 | 21 | 31
2048 | 26 | 19
2049 | 23 | 15
2050 | 23 | 23
2051 | 18 | 18
2052 | 26 | 27
2053 | 23 | 15
2054 | 16 | 21
2055 | 23 | 19
2056 | 24 | 13
2057 | 18 | 17
2058 | 24 | 17
2059 | 23 | 16
2060 | 21 | 11
2061 | 15 | 18
2062 | 21 | 19
2063 | 23 | 28
2064 | 16 | 24
2065 | 11 | 21
2066 | 17 | 15
2067 | 21 | 17
2068 | 15 | 26
2069 | 20 | 20
2070 | 20 | 21
2071 | 26 | 18
2072 | 20 | 17
2073 | 15 | 21
2074 | 13 | 26
2075 | 20 | 13
2076 | 20 | 17
2077 | 21 | 20
2078 | 25 | 19
2079 | 19 | 18
2080 | 26 | 27
2081 | 25 | 26
2082 | 20 | 19
2083 | 25 | 23
2084 | 15 | 23
2085 | 27 | 16
2086 | 17 | 24
2087 | 22 | 30
2088 | 24 | 13
2089 | 20 | 21
2090 | 12 | 16
2091 | 22 | 26
2092 | 19 | 21
2093 | 22 | 15
2094 | 26 | 20
2095 | 26 | 22
2096 | 21 | 16
2097 | 9 | 12
2098 | 16 | 21
2099 | 28 | 16
2100 | 22 | 17
2101 | 23 | 24
2102 | 15 | 15
2103 | 24 | 22
2104 | 30 | 18
2105 | 17 | 21
2106 | 20 | 17
2107 | 17 | 23
2108 | 15 | 12
2109 | 18 | 13
2110 | 26 | 10
2111 | 20 | 25
2112 | 13 | 20
2113 | 16 | 19
2114 | 16 | 13
2115 | 20 | 23
2116 | 18 | 14
2117 | 22 | 26
2118 | 21 | 20
2119 | 20 | 14
2120 | 23 | 19
2121 | 18 | 14
2122 | 16 | 15
2123 | 28 | 12
2124 | 24 | 15
2125 | 32 | 11
2126 | 23 | 20
2127 | 18 | 19
2128 | 24 | 18
2129 | 19 | 25
2130 | 22 | 23
2131 | 16 | 23
2132 | 17 | 20
2133 | 16 | 28
2134 | 17 | 24
2135 | 17 | 18
2136 | 23 | 16
2137 | 23 | 31
2138 | 11 | 15
2139 | 26 | 28
2140 | 16 | 21
2141 | 20 | 26
2142 | 15 | 16
2143 | 17 | 26
2144 | 21 | 19
2145 | 22 | 13
2146 | 14 | 14
2147 | 19 | 14
2148 | 22 | 22
2149 | 17 | 13
2150 | 29 | 18
2151 | 18 | 25
2152 | 19 | 20
2153 | 20 | 12
2154 | 9 | 18
2155 | 20 | 23
2156 | 23 | 20
2157 | 12 | 15
2158 | 19 | 12
2159 | 20 | 24
2160 | 17 | 21
2161 | 26 | 20
2162 | 17 | 17
2163 | 28 | 20
2164 | 14 | 17
2165 | 19 | 18
2166 | 17 | 19
2167 | 19 | 20
2168 | 18 | 22
2169 | 24 | 19
2170 | 21 | 18
2171 | 22 | 22
2172 | 17 | 19
2173 | 22 | 14
2174 | 19 | 20
2175 | 19 | 18
2176 | 19 | 13
2177 | 21 | 24
2178 | 18 | 27
2179 | 20 | 20
2180 | 20 | 19
2181 | 21 | 16
2182 | 21 | 24
2183 | 24 | 16
2184 | 23 | 16
2185 | 19 | 14
2186 | 17 | 19
2187 | 26 | 20
2188 | 26 | 22
2189 | 27 | 19
2190 | 18 | 13
2191 | 21 | 18
2192 | 18 | 21
2193 | 21 | 22
2194 | 24 | 17
2195 | 25 | 16
2196 | 14 | 22
2197 | 34 | 17
2198 | 28 | 11
2199 | 14 | 21
2200 | 21 | 20
2201 | 15 | 14
2202 | 18 | 16
2203 | 26 | 30
2204 | 23 | 16
2205 | 21 | 21
2206 | 19 | 23
2207 | 19 | 13
2208 | 23 | 14
2209 | 20 | 24
2210 | 17 | 13
2211 | 14 | 20
2212 | 23 | 10
2213 | 21 | 25
2214 | 22 | 17
2215 | 21 | 15
2216 | 22 | 14
2217 | 22 | 19
2218 | 16 | 24
2219 | 19 | 15
2220 | 17 | 26
2221 | 23 | 24
2222 | 19 | 17
2223 | 17 | 22
2224 | 15 | 12
2225 | 23 | 13
2226 | 25 | 21
2227 | 20 | 27
2228 | 26 | 21
2229 | 23 | 27
2230 | 18 | 23
2231 | 22 | 22
2232 | 18 | 18
2233 | 20 | 21
2234 | 27 | 11
2235 | 20 | 24
2236 | 21 | 21
2237 | 19 | 19
2238 | 21 | 25
2239 | 27 | 17
2240 | 17 | 28
2241 | 20 | 24
2242 | 19 | 17
2243 | 15 | 13
2244 | 16 | 12
2245 | 24 | 20
2246 | 19 | 25
2247 | 26 | 17
2248 | 19 | 17
2249 | 20 | 22
2250 | 22 | 20
2251 | 15 | 19
2252 | 11 | 18
2253 | 25 | 13
2254 | 14 | 18
2255 | 24 | 20
2256 | 23 | 11
2257 | 16 | 22
2258 | 25 | 22
2259 | 15 | 21
2260 | 27 | 16
2261 | 21 | 19
2262 | 22 | 19
2263 | 13 | 24
2264 | 11 | 12
2265 | 14 | 22
2266 | 29 | 20
2267 | 28 | 24
2268 | 25 | 17
2269 | 22 | 22
2270 | 19 | 27
2271 | 26 | 16
2272 | 34 | 20
2273 | 19 | 18
2274 | 18 | 21
2275 | 16 | 19
2276 | 19 | 18
2277 | 24 | 20
2278 | 22 | 18
2279 | 16 | 22
2280 | 26 | 18
2281 | 23 | 21
2282 | 20 | 23
2283 | 31 | 30
2284 | 14 | 14
2285 | 19 | 26
2286 | 18 | 21
2287 | 18 | 20
2288 | 33 | 22
2289 | 17 | 17
2290 | 21 | 15
2291 | 22 | 13
2292 | 19 | 22
2293 | 23 | 21
2294 | 22 | 19
2295 | 21 | 21
2296 | 22 | 18
2297 | 26 | 28
2298 | 22 | 23
2299 | 20 | 15
2300 | 22 | 37
2301 | 21 | 19
2302 | 28 | 12
2303 | 12 | 12
2304 | 21 | 16
2305 | 25 | 18
2306 | 17 | 16
2307 | 14 | 18
2308 | 19 | 25
2309 | 24 | 14
2310 | 27 | 12
2311 | 21 | 16
2312 | 15 | 18
2313 | 20 | 18
2314 | 25 | 23
2315 | 19 | 25
2316 | 17 | 18
2317 | 23 | 14
2318 | 18 | 19
2319 | 18 | 28
2320 | 16 | 20
2321 | 19 | 17
2322 | 21 | 21
2323 | 22 | 20
2324 | 20 | 31
2325 | 18 | 17
2326 | 24 | 26
2327 | 20 | 21
2328 | 25 | 12
2329 | 19 | 27
2330 | 22 | 16
2331 | 20 | 16
2332 | 23 | 14
2333 | 21 | 17
2334 | 22 | 13
2335 | 18 | 17
2336 | 23 | 21
2337 | 24 | 20
2338 | 16 | 23
2339 | 14 | 23
2340 | 20 | 26
2341 | 24 | 12
2342 | 17 | 10
2343 | 21 | 19
2344 | 21 | 9
2345 | 31 | 35
2346 | 19 | 25
2347 | 28 | 21
2348 | 26 | 23
2349 | 16 | 18
2350 | 19 | 15
2351 | 22 | 12
2352 | 21 | 22
2353 | 10 | 12
2354 | 22 | 16
2355 | 15 | 24
2356 | 19 | 20
2357 | 22 | 15
2358 | 21 | 16
2359 | 24 | 16
2360 | 16 | 22
2361 | 29 | 21
2362 | 18 | 20
2363 | 17 | 18
2364 | 23 | 23
2365 | 17 | 17
2366 | 18 | 14
2367 | 14 | 14
2368 | 20 | 20
2369 | 13 | 23
2370 | 21 | 14
2371 | 20 | 27
2372 | 19 | 23
2373 | 17 | 16
2374 | 28 | 19
2375 | 16 | 19
2376 | 20 | 21
2377 | 17 | 16
2378 | 13 | 22
2379 | 13 | 15
2380 | 23 | 24
2381 | 25 | 23
2382 | 15 | 21
2383 | 18 | 16
2384 | 20 | 19
2385 | 22 | 33
2386 | 22 | 21
2387 | 20 | 19
2388 | 16 | 22
2389 | 23 | 16
2390 | 20 | 22
2391 | 16 | 17
2392 | 19 | 19
2393 | 13 | 23
2394 | 15 | 17
2395 | 23 | 22
2396 | 16 | 24
2397 | 17 | 13
2398 | 21 | 20
2399 | 19 | 15
2400 | 19 | 15
2401 | 28 | 20
2402 | 24 | 23
2403 | 17 | 18
2404 | 20 | 19
2405 | 16 | 15
2406 | 21 | 24
2407 | 23 | 14
2408 | 15 | 20
2409 | 19 | 18
2410 | 17 | 19
2411 | 23 | 18
2412 | 19 | 15
2413 | 19 | 21
2414 | 26 | 26
2415 | 20 | 15
2416 | 22 | 20
2417 | 20 | 16
2418 | 14 | 20
2419 | 22 | 19
2420 | 22 | 23
2421 | 19 | 17
2422 | 17 | 22
2423 | 25 | 30
2424 | 25 | 14
2425 | 15 | 22
2426 | 26 | 24
2427 | 14 | 16
2428 | 17 | 26
2429 | 19 | 10
2430 | 22 | 15
2431 | 25 | 15
2432 | 26 | 14
2433 | 28 | 23
2434 | 12 | 18
2435 | 20 | 20
2436 | 19 | 14
2437 | 24 | 23
2438 | 14 | 26
2439 | 24 | 14
2440 | 24 | 15
2441 | 22 | 19
2442 | 18 | 19
2443 | 24 | 20
2444 | 18 | 24
2445 | 21 | 17
2446 | 15 | 22
2447 | 18 | 17
2448 | 27 | 16
2449 | 13 | 12
2450 | 21 | 20
2451 | 22 | 21
2452 | 27 | 25
2453 | 25 | 21
2454 | 17 | 21
2455 | 19 | 18
2456 | 22 | 13
2457 | 15 | 15
2458 | 21 | 19
2459 | 26 | 15
2460 | 19 | 20
2461 | 15 | 21
2462 | 19 | 19
2463 | 14 | 13
2464 | 20 | 26
2465 | 20 | 15
2466 | 25 | 23
2467 | 16 | 17
2468 | 24 | 23
2469 | 17 | 16
2470 | 22 | 13
2471 | 16 | 23
2472 | 23 | 20
2473 | 10 | 21
2474 | 20 | 15
2475 | 19 | 11
2476 | 16 | 11
2477 | 24 | 19
2478 | 35 | 14
2479 | 27 | 14
2480 | 25 | 9
2481 | 22 | 23
2482 | 17 | 17
2483 | 18 | 16
2484 | 19 | 15
2485 | 18 | 18
2486 | 15 | 29
2487 | 21 | 11
2488 | 12 | 21
2489 | 15 | 25
2490 | 26 | 16
2491 | 24 | 16
2492 | 22 | 23
2493 | 24 | 16
2494 | 19 | 26
2495 | 25 | 13
2496 | 18 | 19
2497 | 23 | 9
2498 | 19 | 11
2499 | 23 | 29
2500 | 28 | 19
2501 | 21 | 31
2502 | 22 | 17
2503 | 15 | 19
2504 | 25 | 10
2505 | 22 | 15
2506 | 21 | 11
2507 | 12 | 23
2508 | 17 | 19
2509 | 33 | 25
2510 | 25 | 19
2511 | 15 | 17
2512 | 13 | 22
2513 | 25 | 15
2514 | 18 | 19
2515 | 19 | 18
2516 | 21 | 29
2517 | 20 | 10
2518 | 13 | 16
2519 | 25 | 20
2520 | 23 | 17
2521 | 18 | 19
2522 | 16 | 25
2523 | 14 | 18
2524 | 21 | 19
2525 | 25 | 24
2526 | 17 | 20
2527 | 17 | 14
2528 | 22 | 15
2529 | 24 | 18
2530 | 16 | 12
2531 | 19 | 22
2532 | 13 | 17
2533 | 21 | 16
2534 | 19 | 22
2535 | 19 | 20
2536 | 20 | 16
2537 | 19 | 14
2538 | 29 | 19
2539 | 28 | 19
2540 | 26 | 22
2541 | 24 | 21
2542 | 16 | 17
2543 | 21 | 15
2544 | 25 | 15
2545 | 20 | 21
2546 | 12 | 16
2547 | 15 | 23
2548 | 24 | 19
2549 | 21 | 22
2550 | 25 | 17
2551 | 21 | 18
2552 | 18 | 20
2553 | 17 | 18
2554 | 18 | 20
2555 | 17 | 23
2556 | 17 | 20
2557 | 24 | 21
2558 | 25 | 15
2559 | 23 | 26
2560 | 21 | 16
2561 | 22 | 17
2562 | 21 | 17
2563 | 17 | 15
2564 | 26 | 13
2565 | 19 | 14
2566 | 17 | 19
2567 | 20 | 16
2568 | 12 | 13
2569 | 14 | 19
2570 | 22 | 12
2571 | 28 | 18
2572 | 18 | 14
2573 | 26 | 23
2574 | 19 | 22
2575 | 22 | 18
2576 | 19 | 20
2577 | 21 | 14
2578 | 17 | 11
2579 | 21 | 20
2580 | 20 | 26
2581 | 19 | 13
2582 | 17 | 11
2583 | 19 | 25
2584 | 27 | 19
2585 | 18 | 20
2586 | 27 | 23
2587 | 18 | 19
2588 | 23 | 28
2589 | 19 | 18
2590 | 15 | 23
2591 | 24 | 15
2592 | 20 | 26
2593 | 19 | 22
2594 | 21 | 11
2595 | 15 | 21
2596 | 19 | 18
2597 | 19 | 20
2598 | 19 | 22
2599 | 25 | 20
2600 | 12 | 14
2601 | 27 | 19
2602 | 12 | 23
2603 | 13 | 20
2604 | 28 | 22
2605 | 18 | 22
2606 | 13 | 18
2607 | 19 | 16
2608 | 12 | 15
2609 | 21 | 16
2610 | 17 | 15
2611 | 23 | 16
2612 | 21 | 16
2613 | 18 | 19
2614 | 17 | 19
2615 | 22 | 15
2616 | 18 | 32
2617 | 23 | 21
2618 | 24 | 17
2619 | 20 | 17
2620 | 16 | 16
2621 | 14 | 17
2622 | 23 | 16
2623 | 22 | 17
2624 | 23 | 19
2625 | 23 | 22
2626 | 20 | 18
2627 | 17 | 14
2628 | 10 | 17
